Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month
West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,$55.00 ,700,"$385,000 ",115500,30%,Outlet,2021,2
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,675,"$371,250 ",92813,25%,Outlet,2021,2
West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,$65.00 ,650,"$422,500 ",190125,45%,Outlet,2021,2
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,$70.00 ,700,"$490,000 ",49000,10%,Outlet,2021,2
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,$55.00 ,875,"$481,250 ",144375,30%,Outlet,2021,2
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,875,"$525,000 ",78750,15%,Outlet,2021,2
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,$55.00 ,725,"$398,750 ",119625,30%,Outlet,2021,2
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,700,"$385,000 ",96250,25%,Outlet,2021,2
West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,$65.00 ,650,"$422,500 ",190125,45%,Outlet,2021,2
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,$70.00 ,775,"$542,500 ",54250,10%,Outlet,2021,2
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,$55.00 ,975,"$536,250 ",160875,30%,Outlet,2021,2
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,$60.00 ,975,"$585,000 ",87750,15%,Outlet,2021,2
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,$55.00 ,775,"$426,250 ",127875,30%,Outlet,2021,2
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,775,"$426,250 ",106563,25%,Outlet,2021,2
West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,$65.00 ,700,"$455,000 ",204750,45%,Outlet,2021,2
West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,$70.00 ,800,"$560,000 ",56000,10%,Outlet,2021,2
Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,$35.00 ,700,"$245,000 ",98000,40%,Outlet,2021,2
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,$45.00 ,700,"$315,000 ",78750,25%,Outlet,2021,2
Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,$45.00 ,700,"$315,000 ",126000,40%,Outlet,2021,3
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,$45.00 ,550,"$247,500 ",86625,35%,Outlet,2021,3
Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,$50.00 ,500,"$250,000 ",137500,55%,Outlet,2021,3
Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,$45.00 ,700,"$315,000 ",63000,20%,Outlet,2021,3
Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,$35.00 ,750,"$262,500 ",105000,40%,Outlet,2021,3
Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,$45.00 ,650,"$292,500 ",73125,25%,Outlet,2021,3
Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,$45.00 ,675,"$303,750 ",121500,40%,Outlet,2021,3
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,525,"$236,250 ",82688,35%,Outlet,2021,3
Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,$50.00 ,450,"$225,000 ",123750,55%,Outlet,2021,3
Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,$45.00 ,650,"$292,500 ",58500,20%,Outlet,2021,3
Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,$35.00 ,800,"$280,000 ",112000,40%,Outlet,2021,3
Kohl's,1189833,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,$45.00 ,650,"$292,500 ",73125,25%,Outlet,2021,3
Kohl's,1189833,2021-03-21,West,California,Los Angeles,Women's Street Footwear,$45.00 ,650,"$292,500 ",117000,40%,Outlet,2021,3
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,550,"$247,500 ",86625,35%,Outlet,2021,3
Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,$50.00 ,425,"$212,500 ",116875,55%,Outlet,2021,3
Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,$45.00 ,625,"$281,250 ",56250,20%,Outlet,2021,4
Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,$45.00 ,800,"$360,000 ",144000,40%,Outlet,2021,4
Kohl's,1189833,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,600,"$300,000 ",75000,25%,Outlet,2021,4
Kohl's,1189833,2021-04-09,West,California,Los Angeles,Women's Street Footwear,$50.00 ,625,"$312,500 ",125000,40%,Outlet,2021,4
Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,525,"$236,250 ",82688,35%,Outlet,2021,4
Kohl's,1189833,2021-04-11,West,California,Los Angeles,Men's Apparel,$50.00 ,425,"$212,500 ",116875,55%,Outlet,2021,4
Kohl's,1189833,2021-04-12,West,California,Los Angeles,Women's Apparel,$65.00 ,600,"$390,000 ",78000,20%,Outlet,2021,4
Kohl's,1189833,2021-04-13,West,California,Los Angeles,Men's Street Footwear,$45.00 ,800,"$360,000 ",144000,40%,Outlet,2021,4
Kohl's,1189833,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,650,"$325,000 ",81250,25%,Outlet,2021,4
Kohl's,1189833,2021-04-15,West,California,Los Angeles,Women's Street Footwear,$50.00 ,650,"$325,000 ",130000,40%,Outlet,2021,4
Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,550,"$247,500 ",86625,35%,Outlet,2021,4
Kohl's,1189833,2021-04-17,West,California,Los Angeles,Men's Apparel,$50.00 ,450,"$225,000 ",123750,55%,Outlet,2021,4
Kohl's,1189833,2021-04-18,West,California,Los Angeles,Women's Apparel,$65.00 ,625,"$406,250 ",81250,20%,Outlet,2021,4
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,$45.00 ,900,"$405,000 ",162000,40%,Outlet,2021,4
Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,750,"$375,000 ",93750,25%,Outlet,2021,4
Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,$50.00 ,750,"$375,000 ",150000,40%,Outlet,2021,4
Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,625,"$281,250 ",98438,35%,Outlet,2021,4
Kohl's,1189833,2021-04-23,West,California,Los Angeles,Men's Apparel,$50.00 ,500,"$250,000 ",137500,55%,Outlet,2021,4
Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,$65.00 ,800,"$520,000 ",104000,20%,Outlet,2021,4
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,$45.00 ,950,"$427,500 ",171000,40%,Outlet,2021,4
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,$50.00 ,800,"$400,000 ",100000,25%,Outlet,2021,4
Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,$50.00 ,750,"$375,000 ",150000,40%,Outlet,2021,4
Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,$45.00 ,650,"$292,500 ",102375,35%,Outlet,2021,4
Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,$50.00 ,700,"$350,000 ",192500,55%,Outlet,2021,4
Kohl's,1189833,2021-04-30,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$455,000 ",91000,20%,Outlet,2021,4
Kohl's,1189833,2021-05-01,West,California,Los Angeles,Men's Street Footwear,$50.00 ,900,"$450,000 ",180000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,850,"$467,500 ",116875,25%,Outlet,2021,5
Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,$50.00 ,725,"$362,500 ",145000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,675,"$337,500 ",118125,35%,Outlet,2021,5
Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,$60.00 ,675,"$405,000 ",222750,55%,Outlet,2021,5
Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,$65.00 ,650,"$422,500 ",84500,20%,Outlet,2021,5
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,$50.00 ,850,"$425,000 ",170000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,850,"$467,500 ",116875,25%,Outlet,2021,5
Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,$50.00 ,700,"$350,000 ",140000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,650,"$325,000 ",113750,35%,Outlet,2021,5
Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,$60.00 ,650,"$390,000 ",214500,55%,Outlet,2021,5
Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$455,000 ",91000,20%,Outlet,2021,5
Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,$50.00 ,800,"$400,000 ",160000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,800,"$440,000 ",110000,25%,Outlet,2021,5
Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,$50.00 ,650,"$325,000 ",130000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,625,"$312,500 ",109375,35%,Outlet,2021,5
Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,$60.00 ,600,"$360,000 ",198000,55%,Outlet,2021,5
Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,$65.00 ,650,"$422,500 ",84500,20%,Outlet,2021,5
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,$50.00 ,825,"$412,500 ",165000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,825,"$453,750 ",113438,25%,Outlet,2021,5
Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,$50.00 ,675,"$337,500 ",135000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,650,"$325,000 ",113750,35%,Outlet,2021,5
Kohl's,1189833,2021-05-23,West,California,Los Angeles,Men's Apparel,$60.00 ,600,"$360,000 ",198000,55%,Outlet,2021,5
Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,$65.00 ,700,"$455,000 ",91000,20%,Outlet,2021,5
Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,$50.00 ,900,"$450,000 ",180000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,900,"$495,000 ",123750,25%,Outlet,2021,5
Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,$50.00 ,700,"$350,000 ",140000,40%,Outlet,2021,5
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,$50.00 ,700,"$350,000 ",122500,35%,Outlet,2021,5
Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,$60.00 ,625,"$375,000 ",206250,55%,Outlet,2021,5
Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,$65.00 ,725,"$471,250 ",94250,20%,Outlet,2021,5
Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,$45.00 ,475,"$213,750 ",85500,40%,Outlet,2021,5
Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,$45.00 ,275,"$123,750 ",43313,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,$35.00 ,275,"$96,250 ",33688,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,$40.00 ,125,"$50,000 ",20000,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,$55.00 ,175,"$96,250 ",33688,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,$45.00 ,275,"$123,750 ",61875,50%,Outlet,2021,6
Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,$45.00 ,525,"$236,250 ",94500,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,175,"$78,750 ",27563,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-08,Midwest,Illinois,Chicago,Women's Street Footwear,$35.00 ,225,"$78,750 ",27563,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,100,"$40,000 ",16000,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-10,Midwest,Illinois,Chicago,Men's Apparel,$55.00 ,175,"$96,250 ",33688,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-11,Midwest,Illinois,Chicago,Women's Apparel,$45.00 ,275,"$123,750 ",61875,50%,Outlet,2021,6
Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,495,"$247,500 ",99000,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,200,"$100,000 ",35000,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,225,"$90,000 ",31500,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,$45.00 ,75,"$33,750 ",13500,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-16,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ",26250,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-17,Midwest,Illinois,Chicago,Women's Apparel,$50.00 ,225,"$112,500 ",56250,50%,Outlet,2021,6
Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,450,"$225,000 ",90000,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,150,"$75,000 ",26250,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-20,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,150,"$60,000 ",21000,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,$45.00 ,75,"$33,750 ",13500,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,100,"$60,000 ",21000,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-23,Midwest,Illinois,Chicago,Women's Apparel,$50.00 ,225,"$112,500 ",56250,50%,Outlet,2021,6
Foot Locker,1185732,2021-06-24,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00 ,495,"$297,000 ",118800,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,$55.00 ,200,"$110,000 ",38500,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-26,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,175,"$87,500 ",30625,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,$50.00 ,100,"$50,000 ",20000,40%,Outlet,2021,6
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ",26250,35%,Outlet,2021,6
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,250,"$162,500 ",81250,50%,Outlet,2021,6
Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,500,"$250,000 ",100000,40%,Outlet,2021,6
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,250,"$112,500 ",39375,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,200,"$80,000 ",28000,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,175,"$70,000 ",28000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-04,Midwest,Illinois,Chicago,Men's Apparel,$50.00 ,175,"$87,500 ",30625,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-05,Midwest,Illinois,Chicago,Women's Apparel,$55.00 ,350,"$192,500 ",96250,50%,Outlet,2021,7
Foot Locker,1185732,2021-07-06,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,575,"$287,500 ",115000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,325,"$146,250 ",51188,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-08,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,250,"$100,000 ",35000,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,200,"$80,000 ",32000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,$50.00 ,225,"$112,500 ",39375,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-11,Midwest,Illinois,Chicago,Women's Apparel,$55.00 ,400,"$220,000 ",110000,50%,Outlet,2021,7
Foot Locker,1185732,2021-07-12,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,550,"$275,000 ",110000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,325,"$146,250 ",51188,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,250,"$100,000 ",35000,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,225,"$90,000 ",36000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-16,Midwest,Illinois,Chicago,Men's Apparel,$50.00 ,200,"$100,000 ",35000,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-17,Midwest,Illinois,Chicago,Women's Apparel,$55.00 ,375,"$206,250 ",103125,50%,Outlet,2021,7
Foot Locker,1185732,2021-07-18,Midwest,Illinois,Chicago,Men's Street Footwear,$50.00 ,500,"$250,000 ",100000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,$45.00 ,300,"$135,000 ",47250,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-20,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00 ,200,"$80,000 ",28000,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00 ,175,"$70,000 ",28000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-22,Midwest,Illinois,Chicago,Men's Apparel,$50.00 ,175,"$87,500 ",30625,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,$55.00 ,250,"$137,500 ",68750,50%,Outlet,2021,7
Foot Locker,1185732,2021-07-24,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00 ,425,"$255,000 ",102000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,250,"$125,000 ",43750,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-26,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,150,"$75,000 ",26250,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,$50.00 ,125,"$62,500 ",25000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ",26250,35%,Outlet,2021,7
Foot Locker,1185732,2021-07-29,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,250,"$162,500 ",81250,50%,Outlet,2021,7
Foot Locker,1185732,2021-07-30,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00 ,400,"$240,000 ",96000,40%,Outlet,2021,7
Foot Locker,1185732,2021-07-31,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,250,"$125,000 ",43750,35%,Outlet,2021,7
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,195,"$97,500 ",34125,35%,Outlet,2021,8
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Chicago,Women's Athletic Footwear,$50.00 ,175,"$87,500 ",35000,40%,Outlet,2021,8
Foot Locker,1185732,2021-08-03,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,150,"$90,000 ",31500,35%,Outlet,2021,8
Foot Locker,1185732,2021-08-04,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,250,"$162,500 ",81250,50%,Outlet,2021,8
Foot Locker,1185732,2021-08-05,Midwest,Illinois,Chicago,Men's Street Footwear,$60.00 ,500,"$300,000 ",120000,40%,Outlet,2021,8
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,$50.00 ,300,"$150,000 ",52500,35%,Outlet,2021,8
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,250,"$125,000 ",43750,35%,Outlet,2021,8
Foot Locker,1185732,2021-08-08,Midwest,Illinois,Chicago,Women's Athletic Footwear,$50.00 ,200,"$100,000 ",40000,40%,Outlet,2021,8
Foot Locker,1185732,2021-08-09,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,200,"$120,000 ",42000,35%,Outlet,2021,8
Foot Locker,1185732,2021-08-10,Midwest,Illinois,Chicago,Women's Apparel,$65.00 ,300,"$195,000 ",97500,50%,Outlet,2021,8
Sports Direct,1197831,2021-08-11,Midwest,Illinois,Chicago,Men's Street Footwear,$20.00 ,725,"$145,000 ",43500,30%,Outlet,2021,8
Sports Direct,1197831,2021-08-12,Midwest,Illinois,Chicago,Men's Athletic Footwear,$30.00 ,725,"$217,500 ",65250,30%,Outlet,2021,8
Sports Direct,1197831,2021-08-13,Midwest,Illinois,Chicago,Women's Street Footwear,$30.00 ,525,"$157,500 ",47250,30%,Outlet,2021,8
